variant,lr_stage,jobid,epoch,train_loss,val_ic,val_ic_ir,hit@50,spread@50
D,3em4,8691214,8,-0.020990,0.023580,0.1380,0.5280,+0.001330
D,3em4,8691214,9,-0.032480,0.024340,0.1420,0.5280,+0.001910
D,3em4,8691214,10,-0.034640,0.026430,0.1440,0.5580,+0.002090
D,3em4,8691214,11,-0.046210,0.026720,0.1750,0.5580,+0.002650
D,3em4,8691214,12,-0.060900,0.025710,0.1630,0.5840,+0.002460
D,3em4,8691214,13,-0.065190,0.019360,0.1090,0.5580,+0.002150
D,3em4,8691214,14,-0.072730,0.022550,0.1380,0.5580,+0.002600
D,3em4,8691214,15,-0.062780,0.019090,0.1060,0.5630,+0.002080
D,3em4,8691214,16,-0.075290,0.020400,0.1160,0.5480,+0.002280
D,3em4,8691214,17,-0.091010,0.021970,0.1300,0.5740,+0.002630
D,3em4,8691214,18,-0.081400,0.019840,0.1190,0.5690,+0.002550
D,3em4,8691214,19,-0.097830,0.019650,0.1130,0.5480,+0.002350
D,3em4,8691214,20,-0.078040,0.020120,0.1150,0.5580,+0.002370
D,3em4,8691214,21,-0.091680,0.020530,0.1270,0.5630,+0.002240
D,3em4,8691214,22,-0.108810,0.019100,0.1190,0.5690,+0.002250
D,3em4,8691214,23,-0.099260,0.017670,0.1050,0.5330,+0.001900
D,3em4,8691214,24,-0.105810,0.019250,0.1210,0.5790,+0.002260
D,3em4,8691343,25,-0.087880,0.016920,0.1090,0.5430,+0.001710
D,3em4,8691343,26,-0.099310,0.017230,0.1190,0.5890,+0.002010
D,3em4,8691343,27,-0.120230,0.015140,0.0990,0.5280,+0.001520
D,3em4,8691343,28,-0.101610,0.013250,0.0820,0.5230,+0.001290
D,3em4,8691343,29,-0.121160,0.016390,0.1180,0.5740,+0.001690
D,3em4,8691343,30,-0.097710,0.016650,0.1100,0.5530,+0.002010
D,3em4,8691343,31,-0.112840,0.016290,0.1100,0.5480,+0.001760
D,3em4,8691343,32,-0.126620,0.016120,0.1110,0.5790,+0.001510
D,3em4,8691343,33,-0.104830,0.015820,0.1120,0.5890,+0.001520
D,3em4,8691343,34,-0.118960,0.015710,0.1010,0.5530,+0.001710
D,3em4,8691343,35,-0.099630,0.015330,0.1020,0.5330,+0.001440
D,3em4,8691343,36,-0.122080,0.014430,0.1090,0.5990,+0.002050
D,3em4,8691343,37,-0.130730,0.011930,0.0910,0.5480,+0.001480
D,3em4,8691343,38,-0.113060,0.012620,0.0920,0.5380,+0.001300
D,3em4,8691343,39,-0.129200,0.015050,0.1130,0.5840,+0.001560
D,3em4,8691343,40,-0.106390,0.013870,0.1030,0.5630,+0.001490
D,3em4,8691343,41,-0.128860,0.014910,0.1130,0.5840,+0.001590
D,3em4,8691343,42,-0.127920,0.015140,0.1120,0.5840,+0.001620
D,3em4,8691343,43,-0.114440,0.013070,0.0920,0.5430,+0.001280
D,3em4,8691343,44,-0.140000,0.013300,0.0900,0.5330,+0.001430
D,3em4,8691343,45,-0.119570,0.014290,0.1010,0.5530,+0.001610
D,3em4,8691343,46,-0.126610,0.014540,0.1080,0.5530,+0.001660
D,3em4,8691343,47,-0.138730,0.014890,0.1170,0.5630,+0.001770
D,3em4,8691343,48,-0.124270,0.014670,0.1000,0.5380,+0.001730
D,3em4,8691343,49,-0.140790,0.015000,0.1070,0.5740,+0.001820
D,3em4,8691343,50,-0.118370,0.014850,0.1030,0.5480,+0.001910
I,1em3,8698817,0,-0.002620,0.007660,0.0650,0.5430,+0.000420
I,1em3,8698817,1,-0.001390,0.024600,0.1930,0.6240,+0.003380
I,1em3,8698817,2,-0.004690,0.014770,0.1270,0.5890,+0.002460
I,1em3,8698817,3,-0.011380,0.017640,0.1300,0.5530,+0.001500
I,1em3,8698817,4,-0.016280,0.021550,0.1500,0.5690,+0.002160
I,1em3,8698817,5,-0.019870,0.025940,0.1650,0.5530,+0.002530
I,1em3,8698817,6,-0.033970,0.024320,0.1840,0.5890,+0.002870
I,1em3,8698817,7,-0.071360,0.017840,0.1540,0.5330,+0.002350
I,1em3,8698817,8,-0.056700,0.014040,0.0900,0.5380,+0.001450
I,1em3,8698817,9,-0.080720,0.016480,0.1060,0.5180,+0.000940
I,1em3,8698817,10,-0.077170,0.017200,0.0970,0.5380,+0.001440
I,1em3,8698817,11,-0.089950,0.015490,0.1460,0.5690,+0.001660
I,1em3,8698817,12,-0.092850,0.007510,0.0640,0.5330,+0.000880
I,1em3,8698817,13,-0.092580,0.008590,0.0820,0.5690,+0.001130
I,1em3,8698817,14,-0.109570,0.010680,0.1090,0.6140,+0.001480
I,1em3,8698817,15,-0.096920,0.005310,0.0610,0.5380,+0.000880
I,1em3,8698817,16,-0.110750,0.008150,0.0910,0.5430,+0.000830
I,1em3,8698817,17,-0.124410,0.007340,0.0800,0.5430,+0.001050
I,1em3,8698817,18,-0.117500,0.003440,0.0350,0.5030,+0.000170
I,1em3,8698817,19,-0.123040,0.008010,0.0930,0.5380,+0.000760
I,1em3,8698817,20,-0.103390,0.007240,0.0820,0.5430,+0.000830
I,1em3,8698817,21,-0.130580,0.010950,0.1130,0.5180,+0.001180
I,3em3,8700635,0,-0.002590,0.009350,0.0660,0.5690,+0.000950
I,3em3,8700635,1,-0.002080,0.017010,0.1050,0.5330,+0.001570
I,3em3,8700635,2,-0.006760,0.020620,0.1310,0.5890,+0.002200
I,3em3,8700635,3,-0.018610,0.022770,0.1780,0.5890,+0.002340
I,3em3,8700635,4,-0.035160,0.021620,0.1590,0.5430,+0.001760
I,3em3,8700635,5,-0.039180,0.017530,0.1300,0.5740,+0.002480
I,3em3,8700635,6,-0.068520,0.012130,0.1190,0.6040,+0.002100
I,3em3,8700635,7,-0.094830,0.014720,0.1050,0.5690,+0.002040
I,3em3,8700635,8,-0.077230,0.016100,0.1380,0.5430,+0.001690
I,3em3,8700635,9,-0.079820,0.021650,0.1970,0.6140,+0.003350
I,3em3,8700635,10,-0.064310,0.018250,0.1440,0.5280,+0.001550
I,3em3,8700635,11,-0.094510,0.021050,0.1700,0.5630,+0.002400
I,3em3,8700635,12,-0.109080,0.020840,0.2000,0.6400,+0.002890
I,3em3,8700635,13,-0.094440,0.010570,0.1090,0.6040,+0.001310
I,3em3,8700635,14,-0.121710,0.020050,0.1950,0.6090,+0.002320
I,3em3,8700635,15,-0.084460,0.017530,0.1130,0.5230,+0.000740
I,3em3,8700635,16,-0.105380,0.011670,0.1310,0.6090,+0.001150
I,3em3,8700635,17,-0.118530,0.015680,0.1510,0.5890,+0.001850
I,3em3,8700635,18,-0.111250,0.023620,0.2160,0.5740,+0.002380
I,3em3,8700635,19,-0.116080,0.018500,0.1780,0.6040,+0.002420
I,3em3,8700635,20,-0.090090,0.021650,0.1950,0.6040,+0.002110
I,3em4,8691212,0,-0.003650,0.007200,0.0660,0.5430,+0.000440
I,3em4,8691212,1,-0.004890,0.013430,0.0920,0.5740,+0.000960
I,3em4,8691212,2,-0.005590,0.011020,0.0680,0.5230,+0.000930
I,3em4,8691212,3,-0.007600,0.015350,0.1050,0.5330,+0.001150
I,3em4,8691212,4,-0.009330,0.019070,0.1510,0.5430,+0.001470
I,3em4,8691212,5,-0.010150,0.018940,0.1390,0.5130,+0.001130
I,3em4,8691212,6,-0.012580,0.018660,0.1000,0.4870,+0.000640
I,3em4,8691212,7,-0.015240,0.025280,0.1570,0.5280,+0.001490
I,3em4,8691212,8,-0.020590,0.025450,0.1650,0.5480,+0.001970
I,3em4,8691212,9,-0.028730,0.026600,0.1810,0.5630,+0.002770
I,3em4,8691212,10,-0.031880,0.028370,0.1870,0.5430,+0.002760
I,3em4,8691212,11,-0.038400,0.027800,0.2130,0.6090,+0.003020
I,3em4,8691212,12,-0.052750,0.022180,0.1880,0.5890,+0.002420
I,3em4,8691212,13,-0.062750,0.021820,0.1720,0.6090,+0.002680
I,3em4,8691212,14,-0.072940,0.023840,0.1900,0.5890,+0.002160
I,3em4,8691212,15,-0.066390,0.019520,0.1500,0.5740,+0.002620
I,3em4,8691212,16,-0.078130,0.020230,0.1650,0.6190,+0.002670
I,3em4,8691212,17,-0.093360,0.017460,0.1520,0.5630,+0.002610
I,3em4,8691212,18,-0.090980,0.017400,0.1350,0.5530,+0.002120
I,3em4,8691212,19,-0.097580,0.018040,0.1260,0.5740,+0.001990
I,3em4,8691341,20,-0.091670,0.013680,0.1080,0.5790,+0.001600
I,3em4,8691341,21,-0.095430,0.012650,0.1050,0.5480,+0.001100
I,3em4,8691341,22,-0.111980,0.013780,0.1030,0.5280,+0.001350
I,3em4,8691341,23,-0.094770,0.014720,0.1240,0.5690,+0.001890
I,3em4,8691341,24,-0.111140,0.014020,0.1080,0.5740,+0.001390
I,3em4,8691341,25,-0.102310,0.012810,0.1040,0.5530,+0.001120
I,3em4,8691341,26,-0.104240,0.013370,0.0870,0.5380,+0.001670
I,3em4,8691341,27,-0.132550,0.012000,0.1060,0.5480,+0.001610
I,3em4,8691341,28,-0.110680,0.011330,0.0990,0.5480,+0.001310
I,3em4,8691341,29,-0.122410,0.010410,0.0860,0.5580,+0.001340
I,3em4,8691341,30,-0.109920,0.010170,0.0890,0.5180,+0.000870
I,3em4,8691341,31,-0.119810,0.010070,0.0900,0.5180,+0.001040
I,3em4,8691341,32,-0.129400,0.006640,0.0610,0.4970,+0.000760
I,3em4,8691341,33,-0.117390,0.009030,0.0800,0.5230,+0.001190
I,3em4,8691341,34,-0.140870,0.008920,0.0780,0.4970,+0.000860
I,3em4,8691341,35,-0.108600,0.007280,0.0600,0.5530,+0.001020
I,3em4,8691341,36,-0.127490,0.008150,0.0750,0.5080,+0.000220
I,3em4,8691341,37,-0.132700,0.005300,0.0470,0.5380,+0.000780
I,3em4,8691341,38,-0.121740,0.010690,0.0860,0.5080,+0.000600
I,3em4,8691341,39,-0.147790,0.007300,0.0680,0.5330,+0.000830
I,3em4,8691341,40,-0.112290,0.009920,0.0820,0.5180,+0.000930
